,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Hammerfest,NO,70.6634,23.6821,45.05,76,75,8.05,broken clouds
455,Aranos,NA,-24.1333,19.1167,73.63,11,0,11.48,clear sky
456,Smithers,CA,54.7804,-127.1743,66.47,58,0,0.74,clear sky
457,Iquitos,PE,-3.7481,-73.2472,82.44,83,75,4.61,moderate rain
458,Merano,IT,46.6682,11.1595,65.57,87,11,1.63,few clouds
459,Balaipungut,ID,1.05,101.2833,72.34,99,100,1.99,light rain
460,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,65.44,51,0,8.79,clear sky
461,Belyy Yar,RU,53.6039,91.3903,28.85,89,85,0.0,smoke
462,Sungai Padi,TH,6.0851,101.8766,74.98,97,99,2.64,overcast clouds
463,Sunndalsora,NO,62.6754,8.5515,44.71,80,53,7.0,light rain
464,Youkounkoun,GN,12.5333,-13.1333,81.52,77,20,2.95,few clouds
465,Xinpu,CN,34.5997,119.1594,52.57,73,0,2.04,clear sky
466,Pahrump,US,36.2083,-115.9839,89.65,18,0,4.0,clear sky
467,Porto Novo,BJ,6.4965,2.6036,78.62,90,100,5.35,light rain
468,Bandarbeyla,SO,9.4942,50.8122,77.61,86,7,19.19,clear sky
469,Arica,CL,-18.475,-70.3042,69.35,67,0,12.66,clear sky
470,Waddan,LY,29.1614,16.139,72.09,52,0,13.53,clear sky
471,Livingstone,ZM,-17.8419,25.8543,75.42,21,0,3.96,clear sky
472,Sorland,NO,67.667,12.6934,48.7,73,100,9.28,overcast clouds
473,Yatou,CN,37.15,122.3833,52.77,63,2,1.66,clear sky
474,Creston,US,41.0586,-94.3614,53.33,53,40,6.91,scattered clouds
475,Tshikapa,CD,-6.4167,20.8,75.54,75,99,1.57,overcast clouds
476,Dennery,LC,13.8996,-60.8879,84.33,74,75,11.5,broken clouds
477,Bembereke,BJ,10.2283,2.6634,73.47,88,99,3.38,light rain
478,Miquelon,PM,47.0975,-56.3814,59.0,90,100,14.58,overcast clouds
479,Vestmanna,FO,62.1564,-7.1664,40.12,87,75,17.27,light intensity drizzle
480,Umm Kaddadah,SD,13.6017,26.6876,90.81,24,9,3.22,clear sky
481,Conakry,GN,9.538,-13.6773,80.67,79,61,5.1,broken clouds
482,Camana,PE,-16.6228,-72.7111,64.96,69,50,6.29,scattered clouds
483,Kedrovyy,RU,56.1667,91.8167,25.21,89,99,4.7,overcast clouds
484,Betsiamites,CA,48.9413,-68.646,46.8,97,100,16.8,overcast clouds
485,Chara,RU,56.9064,118.2631,22.87,80,98,1.14,overcast clouds
486,Raudeberg,NO,61.9875,5.1352,50.67,1,100,29.48,overcast clouds
487,Delmas,HT,18.5447,-72.3028,90.54,43,39,3.29,scattered clouds
488,Santa Cruz,BO,-17.8,-63.1667,84.25,45,75,5.75,broken clouds
489,Kruisfontein,ZA,-34.0033,24.7314,54.16,91,91,6.58,overcast clouds
490,Nurobod,UZ,40.9056,69.8023,59.54,26,0,3.98,clear sky
491,Bairiki,KI,1.3292,172.9752,84.2,74,20,11.5,few clouds
492,Belaya Gora,RU,68.5333,146.4167,21.04,61,100,13.31,overcast clouds
493,Antalaha,MG,-14.9003,50.2788,67.73,86,17,7.78,light rain
494,Ancud,CL,-41.8697,-73.8203,47.98,60,14,18.28,few clouds
495,Nefteyugansk,RU,61.0998,72.6035,43.47,95,100,10.13,overcast clouds
496,Rio Gallegos,AR,-51.6226,-69.2181,51.85,24,40,34.52,scattered clouds
497,Midyat,TR,37.4247,41.3393,73.51,23,0,1.36,clear sky
498,Porto Walter,BR,-8.2686,-72.7439,80.42,74,100,4.59,light rain
499,Ilo,PE,-17.6394,-71.3375,61.66,77,100,10.36,overcast clouds
500,Port Shepstone,ZA,-30.7414,30.455,66.63,80,77,1.43,light rain
501,Sinnamary,GF,5.3833,-52.95,83.08,70,29,13.27,scattered clouds
502,Mogadishu,SO,2.0371,45.3438,77.07,87,28,14.88,scattered clouds
503,Paoua,CF,7.2427,16.4406,66.11,98,70,2.71,broken clouds
504,Ulladulla,AU,-35.35,150.4667,59.31,95,47,5.14,scattered clouds
505,Oistins,BB,13.0667,-59.5333,86.09,70,20,16.11,few clouds
506,Loreto,MX,22.2667,-101.9667,65.03,62,100,8.68,overcast clouds
507,Ciucurova,RO,44.9333,28.4833,57.2,77,91,5.86,overcast clouds
508,Kelebia,HU,46.1968,19.6166,58.12,62,99,6.11,overcast clouds
509,Westport,US,41.1415,-73.3579,79.29,54,0,12.66,clear sky
510,Tautira,PF,-17.7333,-149.15,76.46,81,30,20.13,light rain
511,Kusa,RU,55.3383,59.4406,42.26,89,100,8.7,overcast clouds
512,Tabuk,PH,17.4189,121.4443,72.75,94,45,2.46,scattered clouds
513,Tocopilla,CL,-22.092,-70.1979,65.05,65,21,4.47,few clouds
514,Riyadh,SA,24.6877,46.7219,80.74,12,0,6.98,clear sky
515,Benghazi,LY,32.1167,20.0667,72.23,55,0,14.88,clear sky
516,Gasa,PS,31.5,34.4667,70.88,57,0,7.47,clear sky
517,Cabedelo,BR,-6.9811,-34.8339,81.27,78,8,14.36,clear sky
518,Avera,US,33.194,-82.5271,86.05,24,5,6.73,clear sky
519,Yumen,CN,40.2833,97.2,44.24,29,82,4.94,broken clouds
520,Harper,LR,4.375,-7.7169,76.41,89,74,8.03,broken clouds
521,Kampong Cham,KH,11.9934,105.4635,75.79,90,100,2.57,overcast clouds
522,Hami,CN,42.8,93.45,52.56,27,0,14.25,clear sky
523,Morwell,AU,-38.2333,146.4,46.4,95,72,5.3,broken clouds
524,Ketchikan,US,55.3422,-131.6461,53.58,100,100,8.05,fog
525,Grindavik,IS,63.8424,-22.4338,41.47,75,100,2.3,overcast clouds
526,Killybegs,IE,54.6333,-8.45,53.31,72,18,19.51,few clouds
527,Koumac,NC,-20.5667,164.2833,75.56,77,34,5.82,scattered clouds
528,Yingcheng,CN,30.95,113.55,54.75,96,100,0.65,overcast clouds
529,Oktyabrskiy,RU,54.4815,53.471,48.45,87,98,11.88,overcast clouds
530,Yarmouth,US,41.7057,-70.2286,70.97,82,0,11.5,clear sky
531,Gondanglegi,ID,-7.7479,112.0132,75.25,92,100,9.24,moderate rain
532,Udachnyy,RU,66.4167,112.4,15.64,98,100,4.27,overcast clouds
533,New Ulm,US,44.3125,-94.4605,50.29,52,75,6.91,broken clouds
534,Rocha,UY,-34.4833,-54.3333,63.95,51,0,7.99,clear sky
535,Cobija,BO,-11.0267,-68.7692,89.78,62,75,11.5,broken clouds
536,Fallon,US,39.4735,-118.7774,81.45,13,20,0.0,few clouds
537,Grand-Santi,GF,4.25,-54.3833,97.74,25,41,4.74,scattered clouds
538,Beipiao,CN,41.7919,120.7792,46.96,66,100,4.99,overcast clouds
539,Fortuna,US,40.5982,-124.1573,55.74,51,9,6.42,clear sky
540,Velyka Bahachka,UA,49.7912,33.7226,49.35,79,0,6.46,clear sky
541,Broome,US,42.2506,-75.833,55.09,79,100,6.91,overcast clouds
542,Severomuysk,RU,56.1481,113.4267,8.49,95,97,4.05,overcast clouds
543,Valdepenas,ES,38.7621,-3.3848,63.84,50,99,9.64,overcast clouds
544,Rundu,NA,-17.9333,19.7667,74.7,14,0,6.76,clear sky
545,Egvekinot,RU,66.3167,-179.1667,21.63,82,100,3.04,overcast clouds
546,Poso,ID,-1.3959,120.7524,76.14,83,100,3.65,overcast clouds
547,Senges,BR,-24.1128,-49.4636,68.85,65,100,10.11,overcast clouds
548,Kuandian,CN,40.7286,124.7847,38.48,60,31,2.91,scattered clouds
549,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,71.33,59,17,3.06,few clouds
550,Matias Romero,MX,16.8833,-95.0333,82.27,61,50,16.2,scattered clouds
551,Richards Bay,ZA,-28.783,32.0377,68.36,72,99,7.4,overcast clouds
552,Vao,NC,-22.6667,167.4833,72.3,80,26,23.51,scattered clouds
553,Ranong,TH,9.9658,98.6348,76.19,90,100,1.99,light rain
554,Pangnirtung,CA,66.1451,-65.7125,28.4,69,100,11.5,overcast clouds
555,Hovd,MN,48.0056,91.6419,28.9,58,5,2.13,clear sky
556,Gorom-Gorom,BF,14.4439,-0.2361,88.63,37,92,5.59,overcast clouds
557,Huanuni,BO,-18.2667,-66.85,59.49,3,0,14.61,clear sky
558,Majengo,TZ,-5.15,38.9833,70.63,91,49,6.2,light rain
559,Nazira,IN,26.9167,94.7333,73.89,96,88,1.86,overcast clouds
560,Tessalit,ML,20.1986,1.0114,91.44,14,44,9.53,scattered clouds
561,Ngunguru,NZ,-35.6167,174.5,56.07,54,14,10.22,few clouds
562,Kargil,IN,34.5667,76.1,43.14,56,0,6.02,clear sky
563,Vostok,RU,46.4856,135.8833,27.23,74,9,3.96,clear sky
564,Camacha,PT,33.0833,-16.3333,69.22,73,75,12.66,broken clouds
565,Whitehorse,CA,60.7161,-135.0538,57.02,59,100,23.02,overcast clouds
566,Barra,BR,-11.0894,-43.1417,87.87,34,69,6.51,broken clouds
567,Lynchburg,US,37.4138,-79.1423,82.2,39,0,10.36,clear sky
568,Sobradinho,BR,-12.8333,-39.1,80.19,64,5,8.93,clear sky
569,Ust-Maya,RU,60.4167,134.5333,20.3,89,95,5.66,overcast clouds
570,Gafargaon,BD,24.4333,90.5667,78.08,83,11,3.83,few clouds
571,Matamoros,MX,25.5333,-103.25,73.51,58,75,3.44,broken clouds
572,The Valley,AI,18.217,-63.0578,84.34,70,20,13.8,few clouds
573,Geraldton,AU,-28.7667,114.6,43.21,87,0,6.91,clear sky
574,Aqtobe,KZ,50.2797,57.2072,37.49,93,20,6.71,few clouds
575,Lakes Entrance,AU,-37.8811,147.981,52.16,87,100,4.7,overcast clouds
576,Rabapatona,HU,47.6322,17.48,57.11,81,26,6.89,scattered clouds
577,Itaunja,IN,27.0833,80.9167,75.18,94,97,5.21,light rain
578,Tucurui,BR,-3.7661,-49.6725,95.13,33,97,3.13,overcast clouds
579,Rodrigues Alves,BR,-7.738,-72.6509,88.0,58,93,6.22,overcast clouds
580,Abnub,EG,27.2696,31.1511,74.39,36,0,8.88,clear sky
581,Iralaya,HN,15.0,-83.2333,81.46,85,100,12.59,overcast clouds
582,Elko,US,41.0002,-115.5012,77.02,15,0,8.01,clear sky
583,Killam,CA,52.7834,-111.8518,67.95,42,1,4.61,clear sky
584,Lodwar,KE,3.1191,35.5973,87.46,33,67,16.15,broken clouds
585,Isla Mujeres,MX,21.2311,-86.731,86.16,65,66,10.71,broken clouds
586,Tarauaca,BR,-8.1614,-70.7656,87.12,57,99,3.27,overcast clouds
587,Fort Dodge,US,42.4975,-94.168,54.82,43,20,4.61,few clouds
588,Dauphin,CA,51.1494,-100.0502,57.34,28,0,17.27,clear sky
589,Skerries,IE,53.5828,-6.1083,52.12,82,0,18.66,clear sky
590,Pisco,PE,-13.7,-76.2167,64.02,82,7,10.36,haze
591,Borovoy,RU,55.4333,86.0833,33.08,93,0,4.47,clear sky
592,Kudat,MY,6.8837,116.8477,80.53,83,20,4.61,few clouds
593,Hobyo,SO,5.3505,48.5268,77.56,82,77,16.02,broken clouds
594,Innisfail,AU,-17.5333,146.0333,75.24,85,80,6.55,broken clouds
595,Masallatah,LY,32.6167,14.0,70.43,68,0,8.28,clear sky
596,Eureka,US,40.8021,-124.1637,85.68,70,16,6.31,few clouds
597,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.05,13,4,6.78,clear sky
598,Svetlogorsk,BY,52.6333,29.7333,46.94,84,1,4.36,clear sky
599,Vanavara,RU,60.34,102.2797,29.46,86,100,7.74,overcast clouds
600,Gushikawa,JP,26.3544,127.8686,76.23,83,0,6.91,clear sky
601,Kamsack,CA,51.5667,-101.9009,58.01,28,72,13.94,broken clouds
602,Nova Olinda Do Norte,BR,-3.8881,-59.0942,102.96,22,95,6.04,overcast clouds
603,Walvis Bay,NA,-22.9575,14.5053,54.55,94,4,5.75,clear sky
604,Sanchor,IN,24.7553,71.7722,80.53,55,63,6.24,broken clouds
605,Blagoyevo,RU,63.3667,47.9167,45.43,84,100,9.17,overcast clouds
606,Ruse,BG,43.8564,25.9708,59.36,74,62,7.76,broken clouds
607,Nicoya,CR,10.1483,-85.452,82.08,80,76,7.18,broken clouds
608,Bafra,TR,41.5678,35.9069,63.82,78,100,7.87,light rain
609,Khorixas,NA,-20.3667,14.9667,78.3,23,69,6.96,broken clouds
610,Krasnoselkup,RU,65.7,82.4667,37.6,93,100,17.29,overcast clouds
611,Churapcha,RU,62.0025,132.4325,16.72,92,65,6.4,broken clouds
612,Kichera,RU,55.9375,110.0997,26.28,77,95,5.88,overcast clouds
613,Malindi,KE,-3.2175,40.1191,75.31,84,97,14.88,overcast clouds
614,Nidadavole,IN,16.9167,81.6667,75.27,94,100,4.14,overcast clouds
615,Martapura,ID,-3.4167,114.85,75.29,100,100,1.14,fog
616,Kismayo,SO,-0.3582,42.5454,77.14,85,99,16.15,overcast clouds
617,Manzanillo,CU,20.3433,-77.1167,86.16,68,49,14.0,scattered clouds
618,Saint-Pierre,RE,-21.3393,55.4781,67.91,77,0,4.61,clear sky
619,Tucuman,AR,-26.8241,-65.2226,89.6,15,0,17.27,clear sky
620,Asfi,MA,32.2994,-9.2372,70.88,81,18,15.21,few clouds
621,Kasongo-Lunda,CD,-6.4667,16.8167,71.71,97,100,2.75,moderate rain
622,Akdepe,TM,42.0551,59.3788,55.49,28,39,9.4,scattered clouds
623,Margate,GB,51.3813,1.3862,59.88,80,64,4.0,broken clouds
624,Boyolangu,ID,-8.1181,111.8935,74.55,97,100,2.84,light rain
625,Kyzyl-Suu,KG,42.3414,78.0056,50.23,58,91,4.43,overcast clouds
626,Ostersund,SE,63.1792,14.6357,46.85,87,20,14.0,few clouds
627,Curillo,CO,1.0333,-75.9191,86.5,59,89,5.75,heavy intensity rain
628,Morondava,MG,-20.2833,44.2833,75.49,86,22,3.27,few clouds
629,Bull Savanna,JM,17.8868,-77.5902,81.91,73,100,8.03,overcast clouds
630,Urumqi,CN,43.801,87.6005,47.35,43,0,2.24,clear sky
631,Ekhabi,RU,53.5102,142.9671,33.17,82,66,7.18,broken clouds
632,Malumfashi,NG,11.7853,7.6218,77.34,52,20,4.76,few clouds
633,Sulechow,PL,52.0836,15.6251,55.65,92,0,1.14,clear sky
634,Otane,NZ,-39.8833,176.6333,50.02,72,0,3.13,clear sky
635,Calabozo,VE,8.9242,-67.4293,85.87,66,61,6.78,broken clouds
636,Epe,NG,6.5841,3.9834,75.7,90,100,4.41,overcast clouds
637,Roma,US,43.2128,-75.4557,55.38,65,75,18.41,broken clouds
638,San Pedro De Macoris,DO,18.4616,-69.2972,90.21,68,18,11.52,few clouds
639,Uray,RU,60.1247,64.7758,43.03,94,96,5.93,overcast clouds
640,Binalbagan,PH,10.1948,122.8581,78.51,86,100,4.05,overcast clouds
641,Vicuna,CL,-30.0319,-70.7081,53.33,20,23,9.66,few clouds
642,San Policarpo,PH,12.1791,125.5072,80.89,82,100,6.69,heavy intensity rain
643,Kilindoni,TZ,-7.9139,39.6668,76.53,76,50,12.12,scattered clouds
644,Phalodi,IN,27.1333,72.3667,83.84,51,44,11.39,scattered clouds
645,San Pedro,PH,14.35,121.0167,79.83,82,20,3.44,few clouds
646,Aykhal,RU,66.0,111.5,21.13,93,100,16.49,overcast clouds
647,Dublin,US,37.7021,-121.9358,90.66,41,0,6.91,clear sky
648,Bloemfontein,ZA,-29.1211,26.214,56.68,44,0,2.3,clear sky
649,Djibo,BF,14.1022,-1.6306,87.26,39,75,8.43,broken clouds
650,Arkadak,RU,51.9326,43.4978,47.08,86,0,5.99,clear sky
651,Lima,PE,-12.0432,-77.0282,61.05,67,40,14.97,scattered clouds
652,Mitu,CO,1.1983,-70.1733,82.33,70,98,4.0,overcast clouds
653,Rawson,AR,-43.3002,-65.1023,51.35,76,100,21.97,light rain
654,Taveta,KE,-3.3963,37.6736,67.62,81,76,7.56,broken clouds
655,Mangrol,IN,21.1167,70.1167,81.46,74,83,8.34,broken clouds
656,Nagorsk,RU,59.3172,50.8078,43.36,95,90,8.25,overcast clouds
657,Mamu Kanjan,PK,30.8333,72.8,75.65,61,0,6.6,clear sky
658,Taloqan,AF,36.7361,69.5345,52.47,24,0,2.64,clear sky
659,Luangwa,ZM,-15.6167,30.4167,77.67,28,0,3.51,clear sky
660,Podor,MR,16.6527,-14.9587,91.63,49,15,19.3,few clouds
661,Jumla,NP,29.2747,82.1838,55.15,93,100,2.98,overcast clouds
662,Kim,TJ,40.208,70.4688,55.24,29,0,2.46,clear sky
663,Mount Pleasant,US,32.7941,-79.8626,86.05,49,0,8.05,clear sky
664,Nuuk,GL,64.1835,-51.7216,32.61,93,75,1.14,light shower snow
665,Broken Hill,AU,-31.95,141.4333,50.34,72,68,15.97,broken clouds
666,Cayenne,GF,4.9333,-52.3333,87.84,58,0,12.66,clear sky
667,Santa Fe,AR,-31.6333,-60.7,88.0,22,0,13.0,light rain
668,Saurimo,AO,-9.6608,20.3916,73.96,46,62,4.38,broken clouds
669,Mizque,BO,-17.941,-65.3402,73.6,37,1,15.35,clear sky
670,Roald,NO,62.5833,6.1333,50.76,81,75,27.63,light intensity shower rain
671,Benjamin Constant,BR,-4.3831,-70.0311,86.13,83,40,3.44,moderate rain
672,Mokhsogollokh,RU,61.4681,128.9203,21.29,76,100,7.58,overcast clouds
673,Makakilo City,US,21.3469,-158.0858,84.52,55,20,5.75,few clouds
674,Les Cayes,HT,18.2,-73.75,83.77,66,11,5.46,few clouds
675,Atambua,ID,-9.1061,124.8925,74.43,85,16,4.36,few clouds
676,Kostek,RU,43.3439,46.8541,57.11,84,0,7.7,clear sky
677,Alofi,NU,-19.0595,-169.9187,78.69,73,75,14.97,broken clouds
678,Charlestown,AU,-32.95,151.6667,64.69,97,61,3.0,broken clouds
679,Pedro Carbo,EC,-1.8333,-80.2333,86.7,46,89,9.95,overcast clouds
680,Mayumba,GA,-3.432,10.6554,76.1,85,99,6.46,overcast clouds
681,San Jeronimo,PE,-11.9472,-75.2829,60.62,54,60,6.91,broken clouds
682,Palmer,US,42.1584,-72.3287,76.55,48,40,9.22,scattered clouds
